Neighborhood,ID,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Trinity-Bellwoods,81,0.0,0.0,66.66666666666666,100.0,0.0,0.0,37.5,0.0,0.0,0.0,16.666666666666664,0.0,46.666666666666664,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727,20.0,0.0,10.0,0.0,0.0,0.0,100.0,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,30.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Niagara,82,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,46.666666666666664,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,20.0,0.0,10.0,0.0,0.0,50.0,66.66666666666666,10.0,100.0,0.0,0.0,0.0,100.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,57.14285714285714,0.0,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,0.0
Dufferin Grove,83,0.0,0.0,33.33333333333333,100.0,0.0,0.0,25.0,0.0,50.0,0.0,16.666666666666664,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.666666666666664,0.0,0.0,0.0,0.0,12.5,0.0,0.0,36.36363636363637,20.0,0.0,20.0,0.0,0.0,0.0,33.33333333333333,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,71.42857142857143,0.0,10.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,28.57142857142857,0.0,0.0
Little Portugal,84,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,37.5,0.0,0.0,0.0,16.666666666666664,0.0,53.333333333333336,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,30.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,0.0,0.0
South Parkdale,85,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,37.5,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,30.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,0.0,0.0
Roncesvalles,86,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,37.5,0.0,0.0,0.0,16.666666666666664,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,20.0,0.0,20.0,0.0,0.0,0.0,33.33333333333333,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,20.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,0.0,0.0
High Park-Swansea,87,0.0,0.0,0.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,16.666666666666664,0.0,0.0,0.0,0.0,25.0,0.0,0.0,54.54545454545454,20.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,100.0,20.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,0.0
High Park North,88,0.0,0.0,33.33333333333333,0.0,25.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.33333333333333,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,10.0,33.33333333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Runnymede-Bloor West Village,89,0.0,0.0,33.33333333333333,0.0,25.0,0.0,75.0,0.0,50.0,20.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,54.54545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,42.857142857142854,0.0,10.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junction Area,90,0.0,0.0,33.33333333333333,0.0,50.0,0.0,75.0,0.0,100.0,0.0,0.0,0.0,73.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weston-Pellam Park,91,0.0,0.0,0.0,0.0,75.0,0.0,62.5,0.0,100.0,0.0,0.0,0.0,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,63.63636363636363,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corso Italia-Davenport,92,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,86.66666666666667,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,63.63636363636363,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dovercourt-Wallace Emerson-Junction,93,0.0,0.0,0.0,100.0,25.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,54.54545454545454,20.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,57.14285714285714,0.0,10.0,33.33333333333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Wychwood,94,0.0,0.0,0.0,66.66666666666666,25.0,33.33333333333333,25.0,0.0,50.0,0.0,16.666666666666664,0.0,80.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,16.666666666666664,0.0,0.0,0.0,0.0,12.5,0.0,0.0,36.36363636363637,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,20.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Annex,95,0.0,0.0,0.0,66.66666666666666,50.0,0.0,12.5,0.0,0.0,0.0,33.33333333333333,0.0,80.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,18.181818181818183,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,33.33333333333333,28.57142857142857,0.0,30.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,100.0,20.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0
Casa Loma,96,0.0,0.0,0.0,33.33333333333333,50.0,33.33333333333333,12.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,63.63636363636363,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Yonge-St.Clair,97,0.0,0.0,0.0,0.0,50.0,33.33333333333333,12.5,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,81.81818181818183,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,28.57142857142857,0.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,50.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosedale-Moore Park,98,0.0,0.0,33.33333333333333,33.33333333333333,25.0,33.33333333333333,25.0,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,12.5,0.0,0.0,63.63636363636363,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,33.33333333333333,28.57142857142857,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,50.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Mount Pleasant East,99,0.0,0.0,0.0,33.33333333333333,50.0,66.66666666666666,50.0,0.0,0.0,0.0,16.666666666666664,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,90.9090909090909,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,33.33333333333333,28.57142857142857,100.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,100.0,14.285714285714285,0.0,0.0
Yonge-Eglinton,100,0.0,0.0,0.0,0.0,50.0,66.66666666666666,25.0,0.0,0.0,20.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,37.5,100.0,0.0,81.81818181818183,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,33.33333333333333,28.57142857142857,100.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,14.285714285714285,0.0,0.0
Forest Hill South,101,0.0,0.0,0.0,0.0,50.0,33.33333333333333,25.0,0.0,50.0,20.0,0.0,0.0,66.66666666666666,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forest Hill North,102,0.0,0.0,0.0,0.0,50.0,66.66666666666666,37.5,0.0,50.0,20.0,0.0,0.0,53.333333333333336,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence Park South,103,0.0,0.0,0.0,33.33333333333333,100.0,100.0,62.5,0.0,0.0,20.0,16.666666666666664,0.0,53.333333333333336,0.0,0.0,16.666666666666664,0.0,10.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,37.5,100.0,0.0,63.63636363636363,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,14.285714285714285,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mount Pleasant West,104,0.0,0.0,0.0,33.33333333333333,75.0,66.66666666666666,75.0,0.0,0.0,20.0,16.666666666666664,0.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,37.5,100.0,0.0,81.81818181818183,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence Park North,105,0.0,0.0,0.0,33.33333333333333,50.0,33.33333333333333,75.0,0.0,0.0,20.0,16.666666666666664,0.0,46.666666666666664,0.0,100.0,16.666666666666664,0.0,10.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,63.63636363636363,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,28.57142857142857,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humewood-Cedarvale,106,0.0,0.0,0.0,0.0,75.0,100.0,37.5,0.0,50.0,20.0,0.0,0.0,73.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,28.57142857142857,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakwood Village,107,0.0,0.0,0.0,0.0,50.0,66.66666666666666,37.5,0.0,100.0,0.0,0.0,0.0,93.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,54.54545454545454,20.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,10.0,33.33333333333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briar Hill-Belgravia,108,0.0,0.0,0.0,0.0,75.0,33.33333333333333,37.5,0.0,100.0,20.0,0.0,0.0,46.666666666666664,0.0,0.0,33.33333333333333,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,50.0,0.0,0.0,25.0,60.0,33.33333333333333,0.0,0.0,0.0,0.0,12.5,0.0,0.0,54.54545454545454,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,100.0,100.0,50.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caledonia-Fairbank,109,0.0,0.0,0.0,0.0,75.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,72.72727272727273,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,10.0,33.33333333333333,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keelesdale-Eglinton West,110,0.0,0.0,0.0,0.0,50.0,0.0,62.5,0.0,100.0,0.0,0.0,0.0,80.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,81.81818181818183,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rockcliffe-Smythe,111,0.0,0.0,0.0,0.0,25.0,0.0,62.5,0.0,100.0,20.0,33.33333333333333,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,63.63636363636363,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beechborough-Greenbrook,112,0.0,0.0,0.0,0.0,50.0,0.0,62.5,0.0,100.0,0.0,0.0,0.0,46.666666666666664,0.0,0.0,16.666666666666664,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,16.666666666666664,0.0,0.0,0.0,0.0,25.0,0.0,0.0,63.63636363636363,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,57.14285714285714,0.0,0.0,33.33333333333333,100.0,100.0,50.0,0.0,0.0,0.0,25.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
