Neighborhood,ID,Agriculture,Mining,Utilities,Construction,Manufacturing,Wholesale trade,Retail trade,Transportation,Cultural industry,Finance,Real estate,Professional,Management,Admin &                         support,Education,Health care,Arts,Accomodation,Other services,Public admin
Runnymede-Bloor West Village,89,16.6666666666667,5.40540540540541,14,11.031175059952,8.28924162257496,14.7482014388489,12.1212121212121,11.7994100294985,11.7370892018779,4.59948320413437,8,8.19738988580751,20,8.48214285714286,28.8104089219331,14.6233382570162,13.265306122449,6.79611650485437,19.6850393700787,16.7567567567568
Junction Area,90,33.3333333333333,5.40540540540541,0,25.8992805755396,18.8712522045855,20.5035971223022,28.2828282828283,15.3392330383481,15.8059467918623,5.16795865633075,12,8.23817292006525,20,18.5267857142857,36.2453531598513,21.7134416543575,26.530612244898,17.3139158576052,36.6141732283465,22.7027027027027
Weston-Pelham Park,91,25,0,4,36.21103117506,16.9312169312169,9.71223021582734,22.053872053872,14.7492625368732,6.10328638497653,2.63565891472868,7.69230769230769,3.54812398042414,0,21.6517857142857,14.4981412639405,15.9527326440177,8.50340136054422,15.6957928802589,22.4409448818898,10.5405405405405
Corso Italia-Davenport,92,33.3333333333333,0,14,47.242206235012,14.6384479717813,16.5467625899281,27.4410774410774,16.8141592920354,13.6150234741784,4.75452196382429,10.1538461538462,5.66884176182708,4,23.4375,26.0223048327138,18.0206794682422,22.108843537415,19.4174757281553,32.2834645669291,20.2702702702703
Dovercourt-Wallace Emerson-Junction,93,58.3333333333333,10.8108108108108,38,85.1318944844125,39.5061728395062,39.9280575539568,78.1144781144781,34.8082595870207,44.2879499217527,12.2480620155039,30.7692307692308,18.7601957585644,26,49.1071428571429,75.092936802974,50.8124076809454,58.843537414966,72.0064724919094,89.7637795275591,43.7837837837838
Wychwood,94,16.6666666666667,10.8108108108108,12,16.7865707434053,11.4638447971781,16.5467625899281,21.5488215488215,12.6843657817109,15.0234741784038,4.28940568475452,11.6923076923077,8.64600326264274,12,16.9642857142857,34.0148698884758,21.5657311669128,22.7891156462585,20.873786407767,30.7086614173228,19.7297297297297
Annex,95,16.6666666666667,18.9189189189189,14,18.9448441247002,17.283950617284,28.7769784172662,40.9090909090909,13.8643067846608,39.4366197183099,18.8113695090439,41.5384615384615,28.3442088091354,22,22.0982142857143,90.1486988847584,45.0516986706056,53.4013605442177,41.5857605177994,61.4173228346457,41.6216216216216
Casa Loma,96,25,5.40540540540541,0,7.19424460431655,5.99647266313933,10.7913669064748,14.4781144781145,5.01474926253687,13.302034428795,6.09819121447028,20,11.7862969004894,10,8.92857142857143,25.8364312267658,19.2023633677991,10.2040816326531,9.70873786407767,24.0157480314961,13.5135135135135
Yonge-St.Clair,97,33.3333333333333,8.10810810810811,12,9.83213429256595,6.17283950617284,13.6690647482014,20.03367003367,6.48967551622419,13.302034428795,9.87080103359173,19.3846153846154,12.3572593800979,28,10.7142857142857,26.3940520446097,19.7932053175776,17.0068027210884,13.7540453074434,29.9212598425197,13.7837837837838
Rosedale-Moore Park,98,58.3333333333333,10.8108108108108,8,11.7505995203837,9.70017636684303,23.021582733813,24.2424242424242,10.9144542772861,16.1189358372457,17.5710594315245,33.5384615384615,21.2887438825449,22,18.0803571428571,33.6431226765799,28.8035450516987,25.1700680272109,13.915857605178,40.1574803149606,27.027027027027
Mount Pleasant East,99,50,18.9189189189189,28,16.7865707434053,9.34744268077601,24.4604316546763,23.5690235690236,9.43952802359882,16.5884194053208,11.266149870801,17.5384615384615,14.4371941272431,16,14.9553571428571,41.2639405204461,27.917282127031,19.7278911564626,12.621359223301,31.8897637795276,22.4324324324324
Yonge-Eglinton,100,25,5.40540540540541,10,10.3117505995204,7.93650793650794,15.4676258992806,16.8350168350168,6.19469026548673,11.8935837245696,7.90697674418605,13.8461538461538,12.6427406199021,18,12.5,27.6951672862454,21.5657311669128,19.3877551020408,10.3559870550162,20.4724409448819,14.3243243243243
Forest Hill South,101,0,0,8,7.9136690647482,5.29100529100529,12.589928057554,15.3198653198653,5.30973451327434,8.29420970266041,6.97674418604651,22.4615384615385,9.33931484502447,12,6.25,15.4275092936803,24.9630723781388,11.9047619047619,10.1941747572816,27.5590551181102,11.8918918918919
Forest Hill North,102,33.3333333333333,0,6,14.3884892086331,10.4056437389771,17.6258992805755,20.7070707070707,9.43952802359882,6.88575899843506,5.32299741602067,19.3846153846154,9.66557911908646,10,14.5089285714286,24.1635687732342,33.5302806499261,13.9455782312925,16.0194174757282,34.6456692913386,11.0810810810811
Lawrence Park South,103,66.6666666666667,5.40540540540541,10,11.9904076738609,8.11287477954145,19.7841726618705,16.4983164983165,6.78466076696165,10.3286384976526,12.5064599483204,24.3076923076923,13.0097879282219,18,11.3839285714286,30.8550185873606,28.0649926144756,15.3061224489796,11.9741100323625,18.8976377952756,12.972972972973
Mount Pleasant West,104,33.3333333333333,8.10810810810811,34,30.4556354916067,24.1622574955908,42.0863309352518,51.1784511784512,18.8790560471976,33.9593114241002,25.5297157622739,37.2307692307692,26.5497553017944,34,39.9553571428571,66.542750929368,53.7666174298375,30.6122448979592,37.0550161812298,74.8031496062992,50.2702702702703
Lawrence Park North,105,33.3333333333333,27.027027027027,16,8.63309352517986,9.52380952380952,19.0647482014389,19.3602693602694,5.6047197640118,13.1455399061033,11.8346253229974,18.1538461538462,12.0717781402936,18,10.0446428571429,29.7397769516729,21.122599704579,16.3265306122449,11.1650485436893,24.8031496062992,19.1891891891892
Humewood-Cedarvale,106,16.6666666666667,5.40540540540541,0,15.5875299760192,13.0511463844797,13.3093525179856,27.6094276094276,9.43952802359882,15.3364632237872,5.47803617571059,15.3846153846154,11.0929853181077,0,16.2946428571429,35.8736059479554,29.2466765140325,17.687074829932,21.8446601941748,56.2992125984252,14.0540540540541
Oakwood Village,107,33.3333333333333,5.40540540540541,14,45.3237410071943,27.5132275132275,17.9856115107914,40.0673400673401,24.188790560472,13.4585289514867,6.04651162790698,16,8.72756933115824,8,34.375,40.5204460966543,33.97341211226,23.469387755102,30.42071197411,58.2677165354331,24.5945945945946
Briar Hill-Belgravia,108,16.6666666666667,5.40540540540541,4,35.0119904076739,24.3386243386243,15.8273381294964,27.4410774410774,22.7138643067847,8.29420970266041,5.11627906976744,10.4615384615385,5.13866231647635,0,29.6875,19.7026022304833,28.2127031019202,9.18367346938776,19.57928802589,45.6692913385827,11.6216216216216
Caledonia-Fairbank,109,0,5.40540540540541,0,44.6043165467626,15.5202821869489,10.7913669064748,21.043771043771,10.6194690265487,2.8169014084507,2.84237726098191,10.4615384615385,2.40619902120718,4,19.6428571428571,11.3382899628253,15.3618906942393,5.4421768707483,13.1067961165049,27.5590551181102,6.21621621621622
Keelesdale-Eglinton West,110,16.6666666666667,0,4,42.9256594724221,19.2239858906526,12.2302158273381,20.3703703703704,14.7492625368732,4.06885758998435,2.17054263565891,9.53846153846154,2.40619902120718,0,22.5446428571429,9.66542750929368,14.6233382570162,5.10204081632653,12.621359223301,24.0157480314961,8.37837837837838
Rockcliffe-Smythe,111,16.6666666666667,5.40540540540541,8,70.0239808153477,40.2116402116402,29.136690647482,42.9292929292929,38.0530973451327,6.10328638497653,4.90956072351421,15.0769230769231,4.56769983686786,12,38.3928571428571,23.6059479553903,28.9512555391433,13.265306122449,24.2718446601942,48.4251968503937,15.4054054054054
Beechborough-Greenbrook,112,16.6666666666667,0,4,16.5467625899281,11.4638447971781,9.71223021582734,13.973063973064,8.25958702064897,2.19092331768388,1.49870801033592,3.07692307692308,0.774877650897227,0,11.8303571428571,4.83271375464684,9.74889217134417,3.06122448979592,5.17799352750809,18.1102362204724,4.86486486486487
Weston,113,25,0,4,41.0071942446043,31.7460317460317,22.3021582733813,34.1750841750842,35.3982300884956,7.82472613458529,3.97932816537468,14.1538461538462,3.91517128874388,8,31.0267857142857,17.4721189591078,28.9512555391433,10.2040816326531,19.0938511326861,38.1889763779528,15.6756756756757
Lambton Baby Point,114,16.6666666666667,5.40540540540541,8,8.15347721822542,6.52557319223986,11.1510791366906,13.6363636363636,7.66961651917404,6.88575899843506,3.97932816537468,5.84615384615385,4.73083197389886,10,8.92857142857143,17.6579925650558,11.3737075332349,8.50340136054422,4.36893203883495,16.9291338582677,8.91891891891892
Mount Dennis,115,16.6666666666667,5.40540540540541,4,39.0887290167866,24.6913580246914,14.7482014388489,23.4006734006734,21.8289085545723,3.28638497652582,3.41085271317829,6.46153846153846,2.12071778140294,4,31.6964285714286,11.3382899628253,23.0428360413589,6.46258503401361,16.9902912621359,33.0708661417323,6.48648648648649
Steeles,116,66.6666666666667,5.40540540540541,18,22.7817745803357,40.5643738977072,40.6474820143885,40.9090909090909,23.8938053097345,8.29420970266041,9.14728682170543,16.3076923076923,8.97226753670473,4,21.4285714285714,21.1895910780669,25.2584933530281,8.50340136054422,42.5566343042071,40.9448818897638,13.2432432432432
L'Amoreaux,117,33.3333333333333,10.8108108108108,28,44.8441247002398,85.1851851851852,67.2661870503597,88.8888888888889,42.7728613569322,14.8669796557121,15.6589147286822,30.7692307692308,13.5807504078303,16,59.1517857142857,43.8661710037175,60.4135893648449,16.3265306122449,59.2233009708738,79.5275590551181,26.2162162162162
Tam O'Shanter-Sullivan,118,16.6666666666667,5.40540540540541,32,27.5779376498801,43.0335097001764,40.2877697841727,49.4949494949495,33.3333333333333,14.0845070422535,10.5426356589147,16.6153846153846,9.91027732463295,8,34.8214285714286,30.6691449814126,36.4844903988183,9.86394557823129,31.8770226537217,50.7874015748032,19.1891891891892
Wexford/Maryvale,119,25,5.40540540540541,32,47.0023980815348,40.7407407407407,34.8920863309352,56.5656565656566,49.5575221238938,12.9890453834116,10.2842377260982,22.7692307692308,7.66721044045677,20,44.1964285714286,33.0855018587361,43.7223042836041,18.7074829931973,35.1132686084142,55.1181102362205,26.2162162162162
Clairlea-Birchmount,120,0,5.40540540540541,14,35.7314148681055,36.8606701940035,28.4172661870504,53.7037037037037,43.952802359882,13.302034428795,11.7829457364341,23.0769230769231,8.3605220228385,12,37.2767857142857,33.271375464684,48.4490398818316,12.9251700680272,43.5275080906149,51.5748031496063,30.2702702702703
Oakridge,121,0,0,12,12.9496402877698,12.3456790123457,8.99280575539568,24.0740740740741,24.188790560472,5.4773082942097,4.03100775193798,7.07692307692308,3.09951060358891,0,23.6607142857143,14.3122676579926,18.4638109305761,5.10204081632653,23.9482200647249,19.6850393700787,7.2972972972973
Birchcliffe-Cliffside,122,41.6666666666667,0,22,31.89448441247,21.6931216931217,30.9352517985612,35.1851851851852,29.4985250737463,17.6838810641628,9.76744186046512,27.3846153846154,9.13539967373573,12,25.8928571428571,38.6617100371747,36.7799113737075,21.7687074829932,27.5080906148867,40.1574803149606,33.2432432432432
Cliffcrest,123,16.6666666666667,0,22,27.8177458033573,17.4603174603175,16.1870503597122,26.4309764309764,20.353982300885,11.2676056338028,7.23514211886305,16.9230769230769,6.56606851549755,8,21.6517857142857,25.2788104089219,20.2363367799114,11.2244897959184,16.1812297734628,27.1653543307087,21.0810810810811
Kennedy Park,124,0,5.40540540540541,8,21.5827338129496,27.689594356261,11.8705035971223,32.996632996633,27.4336283185841,7.981220657277,6.09819121447028,12.9230769230769,4.15986949429038,4,29.0178571428571,13.3828996282528,31.0192023633678,8.16326530612245,26.6990291262136,31.8897637795276,13.7837837837838
Ionview,125,0,5.40540540540541,10,15.347721822542,22.3985890652557,16.9064748201439,29.1245791245791,17.4041297935103,6.41627543035994,5.16795865633075,8.61538461538462,3.79282218597064,8,22.0982142857143,11.3382899628253,25.9970457902511,5.10204081632653,21.6828478964401,26.3779527559055,10.8108108108108
Dorset Park,126,0,0,12,27.3381294964029,52.7336860670194,35.9712230215827,50.8417508417509,32.7433628318584,8.29420970266041,8.37209302325581,21.2307692307692,6.40293637846656,12,41.0714285714286,24.3494423791822,42.5406203840473,12.9251700680272,39.1585760517799,42.1259842519685,20
Bendale,127,0,5.40540540540541,24,28.7769784172662,47.7954144620811,41.0071942446043,51.8518518518519,42.7728613569322,12.5195618153365,12.5064599483204,16.6153846153846,8.97226753670473,12,43.75,31.2267657992565,46.0856720827179,11.2244897959184,35.4368932038835,49.6062992125984,30.8108108108108
Agincourt South-Malvern West,128,66.6666666666667,13.5135135135135,20,26.1390887290168,47.4426807760141,39.9280575539568,44.949494949495,25.6637168141593,12.9890453834116,9.14728682170543,15.6923076923077,9.13539967373573,0,32.1428571428571,21.9330855018587,33.6779911373708,9.52380952380952,36.7313915857605,41.7322834645669,17.027027027027
Agincourt North,129,66.6666666666667,5.40540540540541,32,32.3741007194245,70.1940035273369,39.568345323741,51.8518518518519,34.5132743362832,10.641627543036,10.4909560723514,16,8.278955954323,0,32.5892857142857,23.0483271375465,36.3367799113737,11.2244897959184,51.4563106796116,42.1259842519685,18.9189189189189
Milliken,130,100,0,4,28.0575539568345,55.379188712522,42.8057553956835,51.3468013468014,21.8289085545723,7.51173708920188,8.9405684754522,19.3846153846154,7.09624796084829,4,22.3214285714286,19.5167286245353,27.178729689808,10.2040816326531,55.9870550161812,39.3700787401575,16.2162162162162
Rouge,131,50,21.6216216216216,54,41.0071942446043,97.0017636684303,73.3812949640288,84.1750841750842,74.6312684365782,27.0735524256651,24.031007751938,37.5384615384615,14.9265905383361,26,62.7232142857143,62.8252788104089,77.1048744460857,24.4897959183673,52.4271844660194,68.503937007874,50.8108108108108
Malvern,132,41.6666666666667,18.9189189189189,6,46.5227817745803,99.647266313933,59.7122302158273,87.7104377104377,76.1061946902655,17.9968701095462,15.1937984496124,23.0769230769231,12.2349102773246,14,80.5803571428571,38.6617100371747,68.3899556868538,14.2857142857143,60.1941747572816,66.9291338582677,33.2432432432432
Centennial Scarborough,133,16.6666666666667,0,34,15.5875299760192,13.4038800705467,15.1079136690647,21.043771043771,15.0442477876106,10.0156494522692,8.52713178294574,12.9230769230769,5.91353996737357,12,11.6071428571429,28.4386617100372,23.1905465288035,11.5646258503401,9.8705501618123,17.7165354330709,24.8648648648649
Highland Creek,134,33.3333333333333,0,30,14.3884892086331,21.5167548500882,15.8273381294964,22.5589225589226,19.4690265486726,5.4773082942097,6.8733850129199,9.53846153846154,3.99673735725938,14,17.4107142857143,19.8884758364312,20.6794682422452,5.4421768707483,13.5922330097087,25.9842519685039,14.5945945945946
Morningside,135,33.3333333333333,0,18,20.3836930455636,31.5696649029982,20.863309352518,34.006734006734,26.8436578171091,6.41627543035994,5.83979328165375,12,4.20065252854812,10,28.7946428571429,18.5873605947955,33.6779911373708,9.18367346938776,18.9320388349515,29.5275590551181,14.3243243243243
West Hill,136,16.6666666666667,5.40540540540541,22,40.0479616306954,36.1552028218695,32.3741007194245,53.1986531986532,40.7079646017699,9.23317683881064,8.73385012919897,17.8461538461538,6.15823817292007,4,47.7678571428571,32.5278810408922,44.7562776957164,8.84353741496599,30.9061488673139,44.8818897637795,23.2432432432432
Woburn,137,16.6666666666667,10.8108108108108,44,49.1606714628297,98.7654320987654,70.5035971223022,98.989898989899,72.2713864306785,22.0657276995305,17.1059431524548,27.3846153846154,14.7634584013051,20,100,46.0966542750929,75.9231905465288,16.6666666666667,67.9611650485437,80.3149606299213,43.2432432432432
Eglinton East,138,33.3333333333333,5.40540540540541,22,24.4604316546763,33.1569664902998,21.5827338129496,43.4343434343434,30.0884955752212,8.92018779342723,6.97674418604651,15.6923076923077,5.30179445350734,0,38.6160714285714,17.6579925650558,38.7001477104874,7.82312925170068,36.4077669902913,41.7322834645669,11.3513513513514
Scarborough Village,139,0,0,18,12.4700239808153,21.8694885361552,18.3453237410072,28.1144781144781,28.3185840707965,5.79029733959311,4.90956072351421,12.3076923076923,3.58890701468189,8,30.1339285714286,17.4721189591078,25.8493353028065,7.82312925170068,17.7993527508091,26.7716535433071,13.7837837837838
Guildwood,140,0,10.8108108108108,28,14.8681055155875,7.76014109347443,15.8273381294964,15.4882154882155,12.9793510324484,7.19874804381847,3.82428940568475,7.07692307692308,4.40456769983687,4,8.25892857142857,20.631970260223,14.9187592319055,7.14285714285714,7.60517799352751,16.1417322834646,14.5945945945946
