Neighborhood,ID,Agriculture,Mining,Utilities,Construction,Manufacturing,Wholesale trade,Retail trade,Transportation,Cultural industry,Finance,Real estate,Professional,Management,Admin &                         support,Education,Health care,Arts,Accomodation,Other services,Public admin
Regent Park,72,0,10.8108108108108,4,6.23501199040767,7.05467372134039,11.1510791366906,18.013468013468,14.1592920353982,8.45070422535211,4.03100775193798,6.46153846153846,4.97553017944535,4,14.5089285714286,14.1263940520446,15.9527326440177,15.9863945578231,25.2427184466019,19.2913385826772,14.5945945945946
Moss Park,73,33.3333333333333,18.9189189189189,28,15.1079136690647,12.1693121693122,15.4676258992806,31.3131313131313,22.7138643067847,25.0391236306729,13.7984496124031,20,19.8205546492659,14,25.8928571428571,26.7657992565056,27.917282127031,35.0340136054422,35.4368932038835,38.1889763779528,22.972972972973
North St. James Town,74,0,0,12,12.2302158273381,16.5784832451499,19.4244604316547,40.5723905723906,20.353982300885,12.2065727699531,7.5968992248062,13.2307692307692,9.78792822185971,10,30.1339285714286,27.6951672862454,30.2806499261448,16.3265306122449,46.9255663430421,55.9055118110236,20.5405405405405
Church-Yonge Corridor,75,16.6666666666667,10.8108108108108,44,16.7865707434053,19.047619047619,32.0143884892086,56.2289562289562,33.6283185840708,46.3223787167449,26.2015503875969,31.6923076923077,32.5856443719413,34,36.3839285714286,73.2342007434944,56.7208271787297,49.3197278911565,53.2362459546926,59.8425196850394,58.3783783783784
Bay Street Corridor,76,0,21.6216216216216,42,10.0719424460432,12.8747795414462,23.7410071942446,31.8181818181818,12.3893805309735,21.1267605633803,19.1214470284238,24.6153846153846,22.8384991843393,24,13.3928571428571,72.3048327137547,58.3456425406204,23.469387755102,25.8899676375405,32.6771653543307,30.2702702702703
Waterfront Communities-The Island,77,33.3333333333333,100,100,47.9616306954437,47.2663139329806,100,100,50.7374631268437,100,100,100,100,100,73.2142857142857,100,100,100,100,100,100
Kensington-Chinatown,78,41.6666666666667,5.40540540540541,14,11.5107913669065,11.9929453262787,12.2302158273381,35.6902356902357,11.2094395280236,20.3442879499218,7.28682170542636,10.7692307692308,11.8678629690049,12,16.5178571428571,34.3866171003717,24.9630723781388,29.2517006802721,45.6310679611651,33.8582677165354,19.1891891891892
University,79,33.3333333333333,5.40540540540541,4,8.63309352517986,3.7037037037037,8.27338129496403,10.2693602693603,5.89970501474926,9.38967136150235,2.68733850129199,4.92307692307692,5.38336052202284,0,6.02678571428571,28.996282527881,8.5672082717873,15.3061224489796,12.2977346278317,14.9606299212598,7.83783783783784
Palmerston-Little Italy,80,50,0,10,14.6282973621103,9.1710758377425,14.0287769784173,22.5589225589226,11.2094395280236,26.4475743348983,5.06459948320414,13.2307692307692,12.2349102773246,16,13.1696428571429,41.4498141263941,22.1565731166913,33.6734693877551,31.0679611650485,27.5590551181102,20.8108108108108
Trinity-Bellwoods,81,58.3333333333333,18.9189189189189,8,19.9040767386091,14.9911816578483,14.3884892086331,26.4309764309764,12.6843657817109,22.6917057902973,5.37467700258398,13.8461538461538,13.7030995106036,6,19.1964285714286,29.9256505576208,23.6336779911374,40.1360544217687,37.0550161812298,35.8267716535433,20.8108108108108
Niagara,82,16.6666666666667,37.8378378378378,46,30.4556354916067,35.2733686067019,74.4604316546763,56.3973063973064,35.3982300884956,64.9452269170579,29.405684754522,44.9230769230769,43.352365415987,56,31.4732142857143,50.3717472118959,52.2895125553914,63.265306122449,55.0161812297735,59.8425196850394,46.4864864864865
Dufferin Grove,83,16.6666666666667,0,8,23.7410071942446,13.2275132275132,12.589928057554,19.1919191919192,12.094395280236,23.943661971831,3.87596899224806,11.3846153846154,6.8515497553018,8,18.9732142857143,24.7211895910781,18.7592319054653,24.1496598639456,24.9190938511327,23.2283464566929,13.7837837837838
Little Portugal,84,41.6666666666667,0,8,25.4196642685851,20.1058201058201,14.0287769784173,31.8181818181818,14.1592920353982,31.4553990610329,5.73643410852713,12.6153846153846,14.2740619902121,18,20.9821428571429,31.2267657992565,21.5657311669128,38.7755102040816,36.4077669902913,31.496062992126,15.6756756756757
South Parkdale,85,16.6666666666667,5.40540540540541,20,27.8177458033573,21.5167548500882,24.4604316546763,47.1380471380471,23.8938053097345,28.4820031298905,6.2015503875969,21.8461538461538,10.6443719412724,10,33.7053571428571,22.4907063197026,37.8138847858198,40.8163265306122,62.621359223301,48.0314960629921,18.3783783783784
Roncesvalles,86,33.3333333333333,5.40540540540541,12,19.6642685851319,13.9329805996473,16.1870503597122,20.8754208754209,13.2743362831858,26.9170579029734,3.72093023255814,10.7692307692308,10.2365415986949,14,12.5,35.6877323420074,20.384047267356,32.6530612244898,30.42071197411,35.0393700787402,21.0810810810811
High Park-Swansea,87,16.6666666666667,10.8108108108108,32,24.7002398081535,23.1040564373898,36.3309352517986,37.2053872053872,26.5486725663717,31.1424100156495,12.2997416020672,26.4615384615385,18.6378466557912,28,21.875,57.2490706319703,39.4387001477105,39.7959183673469,25.5663430420712,44.8818897637795,36.2162162162162
High Park North,88,50,13.5135135135135,28,25.8992805755396,22.2222222222222,28.7769784172662,32.1548821548822,25.9587020648968,25.9780907668232,11.9896640826873,16.3076923076923,18.4339314845025,20,22.5446428571429,55.0185873605948,37.370753323486,30.952380952381,31.3915857605178,40.9448818897638,33.2432432432432
